경기날짜,팀1 이름,팀2 이름,팀1 점수,팀2 점수,팀1 투수,팀2 투수
20150810,넥센,삼성,12,3,금민철,피가로
20150811,삼성,LG,3,7,클로이드,유원상
20150811,SK,롯데,6,11,켈리,김승회
20150811,NC,넥센,9,8,이민호,김정훈
20150811,한화,kt,4,0,로저스,조무근
20150812,삼성,LG,4,1,장원삼,우규민
20150812,두산,KIA,3,10,니퍼트,김광수
20150812,NC,넥센,9,6,손민한,김영민
20150812,한화,kt,13,4,송창식,주권
20150813,삼성,KIA,5,2,윤성환,스틴슨
20150813,NC,두산,1,7,스튜어트,스와잭
20150813,롯데,kt,4,2,심수창,조무근
20150813,LG,SK,16,7,루카스,박종훈
20150813,한화,넥센,4,9,송은범,피어밴드
20150814,삼성,KIA,1,13,정인욱,임준혁
20150814,NC,두산,3,2,해커,장원준
20150814,롯데,kt,4,9,이재곤,정대현
20150814,LG,SK,2,8,이준형,김광현
20150814,한화,넥센,2,8,안영명,밴헤켄
20150815,두산,SK,5,4,진야곱,윤길현
20150815,롯데,넥센,4,3,정대현,손승락
20150815,kt,NC,4,5,저마노,이재학
20150815,KIA,LG,2,1,양현종,류제국
20150815,한화,삼성,4,5,권혁,심창민
20150816,kt,NC,7,2,윤근영,이민호
20150816,한화,삼성,5,6,권혁,심창민
20150817,두산,SK,5,1,이현호,켈리
20150817,롯데,넥센,5,9,이재곤,김택형
20150817,KIA,LG,2,3,서재응,우규민
20150818,넥센,kt,5,15,송신영,정성곤
20150818,삼성,두산,12,2,클로이드,진야곱
20150818,SK,KIA,2,4,박민호,스틴슨
20150818,NC,한화,2,1,최금강,탈보트
20150818,LG,롯데,4,7,소사,강영식
20150819,넥센,kt,9,10,손승락,최원재
20150819,삼성,두산,6,4,심창민,오현택
20150819,SK,KIA,0,2,박종훈,임준혁
20150819,NC,한화,6,0,스튜어트,송은범
20150819,LG,롯데,2,7,임정우,김승회
20150820,SK,넥센,3,4,전유수,한현희
20150820,두산,LG,2,4,장원준,루카스
20150820,kt,한화,8,3,옥스프링,송창식
20150821,SK,넥센,8,3,전유수,문성현
20150821,두산,LG,2,1,함덕주,이동현
20150821,NC,삼성,6,3,해커,윤성환
20150821,kt,한화,3,8,저마노,안영명
20150821,KIA,롯데,1,9,김병현,린드블럼
20150822,넥센,LG,3,4,손승락,봉중근
20150822,두산,kt,3,4,유희관,장시환
20150822,NC,SK,3,0,이재학,켈리
20150822,롯데,삼성,4,15,심수창,차우찬
20150822,한화,KIA,3,0,로저스,양현종
20150823,넥센,LG,4,5,오재영,임정우
20150823,두산,kt,9,7,김명성,장시환
20150823,NC,SK,5,1,이태양,세든
20150823,롯데,삼성,15,0,레일리,클로이드
20150823,한화,KIA,4,9,배영수,최영필
20150825,KIA,SK,1,0,에반,박정배
20150826,삼성,한화,9,10,박근홍,권혁
20150826,롯데,두산,3,5,박세웅,스와잭
20150826,LG,NC,6,1,진해수,임창민
20150826,kt,넥센,1,9,정대현,피어밴드
20150826,KIA,SK,4,5,윤석민,박민호
20150827,넥센,롯데,3,8,밴헤켄,린드블럼
20150827,SK,LG,6,3,박정배,이동현
20150827,두산,삼성,6,7,장원준,윤성환
20150827,KIA,kt,3,5,박정수,옥스프링
20150827,한화,NC,1,4,로저스,해커
20150828,넥센,롯데,9,5,김대우,강영식
20150828,SK,LG,4,0,세든,우규민
20150828,두산,삼성,5,3,함덕주,정인욱
20150828,KIA,kt,0,10,김광수,엄상백
20150828,한화,NC,8,5,송창식,최금강
20150829,넥센,KIA,14,7,조상우,김광수
20150829,SK,kt,2,10,김광현,저마노
20150829,NC,롯데,7,4,이재학,레일리
20150829,LG,삼성,8,4,소사,클로이드
20150829,한화,두산,1,6,송은범,유희관
20150830,넥센,KIA,7,2,한현희,임준혁
20150830,SK,kt,4,6,윤희상,조무근
20150830,NC,롯데,6,4,이민호,홍성민
20150830,LG,삼성,9,15,유원상,김기태
20150830,한화,두산,4,5,김범수,이현승
20150901,삼성,NC,7,6,임창용,박진우
20150901,SK,두산,5,6,전유수,진야곱
20150901,LG,넥센,2,11,루카스,피어밴드
20150901,kt,롯데,5,6,장시환,정대현
20150901,KIA,한화,2,8,홍건희,안영명
20150902,삼성,NC,13,0,윤성환,해커
20150902,SK,두산,3,6,박정배,장원준
20150902,LG,넥센,8,9,진해수,조상우
20150902,kt,롯데,1,5,엄상백,린드블럼
20150902,KIA,한화,5,4,양현종,배영수
20150903,넥센,한화,12,7,조상우,권혁
20150903,삼성,SK,14,2,차우찬,세든
20150903,두산,NC,4,15,허준혁,이태양
20150903,롯데,KIA,7,5,김승회,스틴슨
20150903,kt,LG,3,1,장시환,임정우
20150904,넥센,한화,6,5,양훈,배영수
20150904,삼성,SK,1,9,클로이드,김광현
20150904,두산,NC,5,2,유희관,이재학
20150904,롯데,KIA,4,1,레일리,임준혁
20150904,kt,LG,1,8,정대현,김지용
20150905,넥센,SK,7,0,김영민,채병용
20150905,두산,한화,1,9,이현호,송창식
20150905,NC,kt,2,10,손민한,정성곤
20150905,롯데,LG,9,4,이명우,우규민
20150905,KIA,삼성,4,0,임기준,피가로
20150906,넥센,SK,3,7,피어밴드,박종훈
20150906,두산,한화,4,5,스와잭,김민우
20150906,NC,kt,7,0,스튜어트,옥스프링
20150906,KIA,삼성,3,9,유창식,장원삼
20150906,롯데,LG,1,1,,
20150908,두산,넥센,3,11,장원준,밴헤켄
20150908,NC,KIA,5,1,해커,양현종
20150908,롯데,SK,10,4,린드블럼,켈리
20150908,kt,삼성,1,4,저마노,윤성환
20150908,한화,LG,7,8,권혁,임정우
20150909,두산,넥센,5,10,니퍼트,김대우
20150909,NC,KIA,2,6,최금강,스틴슨
20150909,롯데,SK,2,3,배장호,세든
20150909,kt,삼성,5,6,홍성무,차우찬
20150909,한화,LG,1,8,송창식,소사
20150910,넥센,NC,5,4,김대우,이재학
20150910,삼성,롯데,3,4,박근홍,레일리
20150910,SK,한화,8,1,김광현,탈보트
20150910,LG,kt,3,4,우규민,조무근
20150910,KIA,두산,5,3,심동섭,함덕주
20150911,넥센,NC,3,9,금민철,손민한
20150911,삼성,롯데,9,7,정인욱,박세웅
20150911,SK,한화,9,4,전유수,김민우
20150911,LG,kt,5,7,신승현,옥스프링
20150912,삼성,넥센,2,3,안지만,피어밴드
20150912,SK,NC,2,5,고효준,스튜어트
20150912,LG,KIA,3,7,루카스,한승혁
20150912,kt,두산,11,1,엄상백,스와잭
20150912,한화,롯데,2,11,배영수,송승준
20150913,삼성,넥센,7,4,윤성환,밴헤켄
20150913,SK,NC,11,12,정우람,노성호
20150913,LG,KIA,5,2,류제국,홍건희
20150913,kt,두산,3,4,홍성용,니퍼트
20150913,한화,롯데,7,4,로저스,린드블럼
20150915,SK,삼성,6,3,세든,차우찬
20150915,롯데,두산,8,2,레일리,허준혁
20150915,kt,NC,3,11,정성곤,이태양
20150915,한화,KIA,7,3,송창식,스틴슨
20150916,SK,삼성,7,5,김광현,클로이드
20150916,롯데,두산,9,7,심수창,진야곱
20150916,LG,넥센,4,1,우규민,오재영
20150916,한화,KIA,3,4,권혁,심동섭
20150917,SK,삼성,5,10,윤희상,정인욱
20150917,NC,한화,11,7,이재학,김범수
20150917,롯데,두산,0,13,송승준,이현호
20150917,kt,KIA,3,1,엄상백,임준혁
20150918,SK,롯데,3,1,박종훈,린드블럼
20150918,두산,삼성,4,10,진야곱,안지만
20150918,NC,한화,15,2,스튜어트,로저스
20150919,넥센,LG,7,5,밴헤켄,소사
20150919,두산,한화,6,7,장원준,탈보트
20150919,KIA,SK,4,8,임기준,켈리
20150920,넥센,NC,3,9,피어밴드,해커
20150920,삼성,롯데,17,13,윤성환,레일리
20150920,두산,한화,16,4,니퍼트,김민우
20150920,kt,LG,3,7,저마노,루카스
20150920,KIA,SK,2,9,박준표,세든
20150921,넥센,NC,4,1,양훈,이태양
20150921,kt,LG,4,1,옥스프링,진해수
20150921,KIA,SK,7,0,양현종,김광현
20150922,두산,롯데,6,5,유희관,박세웅
20150922,NC,삼성,0,2,이재학,차우찬
20150922,LG,KIA,15,5,우규민,임준혁
20150923,삼성,kt,11,0,클로이드,정성곤
20150923,SK,넥센,0,10,박종훈,하영민
20150924,두산,롯데,3,2,이현호,린드블럼
20150924,삼성,kt,5,2,심창민,홍성용
20150924,SK,넥센,12,4,켈리,김상수
20150924,KIA,NC,5,16,유창식,스튜어트
20150924,두산,롯데,10,6,스와잭,홍성민
20150925,넥센,한화,0,4,밴헤켄,로저스
20150925,삼성,SK,3,4,장원삼,세든
20150925,LG,NC,5,4,윤지웅,임창민
20150925,kt,두산,10,4,심재민,장원준
20150926,넥센,한화,3,13,피어밴드,탈보트
20150926,삼성,두산,3,14,윤성환,니퍼트
20150926,SK,KIA,5,7,김광현,양현종
20150927,롯데,NC,4,2,레일리,이태양
20150927,LG,두산,10,3,루카스,유희관
20150927,kt,넥센,3,4,조무근,손승락
20150928,넥센,SK,2,15,송신영,박종훈
20150928,두산,kt,10,7,이현호,심재민
20150928,KIA,LG,4,8,김광수,우규민
20150928,한화,NC,0,6,배영수,이재학
20150929,삼성,한화,6,7,차우찬,김용주
20150929,NC,넥센,6,5,스튜어트,김택형
20150929,kt,SK,0,10,정대현,켈리
20150929,KIA,롯데,6,4,임준혁,심수창
20150930,삼성,한화,6,18,클로이드,로저스
20150930,NC,두산,17,5,손민한,스와잭
20150930,LG,SK,1,8,류제국,세든
20150930,KIA,롯데,13,1,심동섭,린드블럼
20151001,두산,SK,2,1,함덕주,김광현
20151001,NC,LG,7,2,해커,소사
20151001,한화,넥센,3,4,탈보트,밴헤켄
20151002,두산,KIA,1,2,스와잭,윤석민
20151002,NC,SK,9,2,이태양,문광은
20151002,롯데,넥센,6,10,배장호,피어밴드
20151002,kt,삼성,4,5,조무근,차우찬
20151002,한화,LG,6,3,안영명,루카스
20151003,삼성,넥센,1,0,피가로,양훈
20151003,두산,KIA,9,7,이현승,한승혁
20151003,NC,SK,3,4,김진성,켈리
20151003,롯데,LG,2,5,이명우,우규민
20151003,한화,kt,1,4,배영수,옥스프링
20151004,kt,롯데,3,6,홍성용,강영식
20151004,KIA,두산,0,9,홍건희,이현호
20151005,삼성,KIA,6,4,장원삼,박정수
20151005,kt,NC,2,2,,
20151006,LG,KIA,4,2,소사,한승혁
20151007,SK,넥센,4,5,정우람,한현희
20151010,넥센,두산,3,4,김택형,이현승
20151011,넥센,두산,2,3,하영민,장원준
20151013,두산,넥센,2,5,유희관,밴헤켄
20151014,두산,넥센,11,9,오현택,조상우
20151018,두산,NC,7,0,니퍼트,해커
20151019,두산,NC,1,2,함덕주,스튜어트
20151021,NC,두산,16,2,손민한,유희관
20151022,NC,두산,0,7,해커,니퍼트
20151024,두산,NC,6,4,장원준,스튜어트
20151026,두산,삼성,8,9,이현승,백정현
20151027,두산,삼성,6,1,니퍼트,장원삼
20151029,삼성,두산,1,5,클로이드,장원준
20151030,삼성,두산,3,4,피가로,노경은
20151031,삼성,두산,2,13,장원삼,유희관
20160308,넥센,한화,2,4,김정훈,김용주
20160308,삼성,NC,5,3,정인욱,스튜어트
20160308,SK,롯데,6,6,,
20160308,두산,kt,5,5,,
20160309,넥센,한화,1,3,하영민,김재영
20160309,삼성,NC,10,1,이케빈,해커
20160309,SK,롯데,2,3,임치영,손승락
20160309,두산,kt,4,2,함덕주,김재윤
20160309,LG,KIA,3,0,소사,김윤동
20160310,삼성,롯데,10,5,권오준,차재용
20160310,SK,KIA,4,3,이정담,한기주
20160310,두산,한화,7,12,니퍼트,송은범
20160310,LG,NC,6,4,우규민,이재학
20160311,삼성,롯데,2,1,벨레스터,고원준
20160311,LG,NC,4,3,윤지웅,이민호
20160312,넥센,KIA,8,9,김상수,양현종
20160312,삼성,한화,3,5,최충연,송창식
20160312,SK,kt,1,3,임치영,정성곤
20160312,두산,NC,7,8,오현택,김진성
20160312,LG,롯데,8,5,배민관,윤길현
20160313,넥센,KIA,12,3,김정훈,김현준
20160313,삼성,한화,8,1,웹스터,김용주
20160313,SK,kt,7,1,김주한,밴와트
20160313,두산,NC,8,11,이현호,박민석
20160313,LG,롯데,3,6,이준형,차재용
20160315,삼성,kt,4,5,정인욱,마리몬
20160315,SK,넥센,6,4,문광은,하영민
20160315,두산,롯데,8,3,니퍼트,린드블럼
20160315,NC,KIA,5,6,김진성,배힘찬
20160315,LG,한화,2,4,이승현,이재우
20160316,삼성,kt,8,3,장원삼,피노
20160316,SK,넥센,3,0,김광현,김대우
20160316,두산,롯데,8,2,유희관,박세웅
20160316,NC,KIA,1,2,이재학,유창식
20160316,LG,한화,2,8,최성훈,송신영
20160317,삼성,KIA,9,5,벨레스터,임준혁
20160317,SK,한화,7,4,신재웅,마에스트리
20160317,두산,넥센,7,1,보우덴,양훈
20160317,NC,롯데,2,2,,
20160317,LG,kt,5,6,윤지웅,정성곤
20160318,두산,넥센,5,5,,
20160318,LG,kt,6,10,임정우,김사율
20160319,삼성,넥센,3,7,김동호,오재영
20160319,LG,SK,7,7,,
20160319,kt,NC,2,1,정대현,이태양
20160319,KIA,두산,3,6,헥터,노경은
20160319,한화,롯데,12,20,안영명,송승준
20160320,삼성,넥센,4,1,김기태,신재영
20160320,LG,SK,5,0,소사,박민호
20160320,kt,NC,3,6,마리몬,해커
20160320,KIA,두산,10,6,지크,니퍼트
20160320,한화,롯데,1,0,김재영,린드블럼
20160322,SK,두산,5,1,김광현,유희관
20160322,롯데,넥센,0,5,박세웅,김상수
20160322,LG,삼성,5,7,유원상,박근홍
20160322,kt,KIA,1,8,피노,한기주
20160322,한화,NC,4,9,송창현,이재학
20160323,SK,두산,3,5,박희수,이현승
20160323,롯데,넥센,5,6,손승락,김세현
20160323,LG,삼성,12,8,임찬규,벨레스터
20160323,kt,KIA,8,0,밴와트,윤석민
20160323,한화,NC,8,4,김민우,이민호
20160324,넥센,LG,2,6,피어밴드,이준형
20160324,두산,삼성,8,3,장원준,정인욱
20160324,NC,SK,3,0,이태양,이정담
20160324,kt,한화,5,3,엄상백,정재원
20160324,KIA,롯데,13,13,,
20160325,넥센,LG,7,1,코엘로,김대현
20160325,NC,SK,6,5,스튜어트,박종훈
20160325,kt,한화,8,4,마리몬,심수창
20160325,KIA,롯데,11,5,양현종,송승준
20160326,SK,삼성,2,5,윤희상,웹스터
20160326,두산,LG,4,4,,
20160326,NC,넥센,7,5,최금강,신재영
20160326,롯데,kt,0,11,린드블럼,정대현
20160326,한화,KIA,1,3,송창현,헥터
20160327,SK,삼성,1,11,김광현,장원삼
20160327,두산,LG,1,0,유희관,우규민
20160327,NC,넥센,8,3,이재학,박주현
20160327,롯데,kt,3,5,레일리,피노
20160327,한화,KIA,10,5,송은범,지크
20160401,두산,삼성,5,1,니퍼트,차우찬
20160401,롯데,넥센,2,1,린드블럼,피어밴드
20160401,kt,SK,8,4,마리몬,김광현
20160401,KIA,NC,4,5,지크,최금강
20160401,한화,LG,4,5,김민우,이승현
20160402,롯데,넥센,3,5,레일리,코엘로
20160402,두산,삼성,6,10,김강률,심창민
20160402,kt,SK,3,4,장시환,박정배
20160402,KIA,NC,4,3,헥터,스튜어트
20160402,한화,LG,7,8,이재우,최성훈
20160403,롯데,넥센,5,6,윤길현,김세현
20160403,kt,SK,5,4,피노,김승회
20160405,넥센,한화,5,9,양훈,박정진
20160405,삼성,kt,3,8,벨레스터,밴와트
20160405,SK,롯데,1,2,세든,박세웅
20160405,NC,두산,2,6,이태양,장원준
20160405,LG,KIA,1,4,류제국,윤석민
20160406,넥센,한화,6,4,신재영,장민재
20160406,삼성,kt,11,6,윤성환,정성곤
20160406,SK,롯데,1,11,윤희상,이성민
20160406,NC,두산,0,2,이민호,보우덴
20160407,넥센,한화,7,3,피어밴드,송은범
20160407,삼성,kt,3,1,차우찬,엄상백
20160407,SK,롯데,8,3,김광현,린드블럼
20160407,NC,두산,8,2,해커,노경은
20160407,LG,KIA,8,4,소사,지크
20160408,넥센,두산,4,6,코엘로,니퍼트
20160408,삼성,롯데,7,3,웹스터,레일리
20160408,LG,SK,2,3,임정우,박정배
20160408,KIA,kt,0,4,양현종,마리몬
20160408,한화,NC,4,5,김민우,스튜어트
20160409,삼성,롯데,4,7,장필준,송승준
20160409,넥센,두산,9,9,,
20160409,LG,SK,3,4,임찬규,채병용
20160409,KIA,kt,6,3,헥터,배우열
20160409,한화,NC,1,10,송창식,이재학
20160410,넥센,두산,5,4,마정길,정재훈
20160410,삼성,롯데,1,5,벨레스터,박세웅
20160410,KIA,kt,6,9,윤석민,피노
20160410,한화,NC,2,1,마에스트리,김진성
20160410,LG,SK,6,7,류제국,세든
20160412,두산,한화,8,2,보우덴,송은범
20160412,NC,삼성,5,16,이민호,윤성환
20160412,롯데,LG,11,12,이성민,이승현
20160412,kt,넥센,2,5,밴와트,신재영
20160412,KIA,SK,7,6,한기주,박민호
20160413,두산,한화,7,3,오현택,김민우
20160413,NC,삼성,7,2,해커,차우찬
20160413,롯데,LG,3,5,린드블럼,우규민
20160413,kt,넥센,7,6,김재윤,김정훈
20160413,KIA,SK,0,2,지크,김광현
20160414,두산,한화,17,2,니퍼트,김용주
20160414,NC,삼성,5,7,김진성,웹스터
20160414,롯데,LG,9,0,레일리,임찬규
20160414,kt,넥센,5,4,홍성용,코엘로
20160414,KIA,SK,6,7,최영필,정영일
20160415,넥센,KIA,6,11,이보근,심동섭
20160415,삼성,두산,2,7,벨레스터,유희관
20160415,SK,kt,7,3,박종훈,마리몬
20160415,롯데,NC,0,3,이정민,이재학
20160415,LG,한화,18,2,이준형,마에스트리
20160417,넥센,KIA,2,1,신재영,윤석민
20160417,삼성,두산,2,6,장원삼,보우덴
20160417,SK,kt,10,6,박희수,정성곤
20160417,롯데,NC,8,5,이성민,박준영
20160417,LG,한화,6,4,류제국,송은범
20160419,넥센,SK,3,1,피어밴드,김광현
20160419,삼성,KIA,2,7,윤성환,지크
20160419,두산,kt,3,2,장원준,밴와트
20160419,NC,LG,8,1,해커,소사
20160419,한화,롯데,3,4,박정진,윤길현
20160420,넥센,SK,1,9,양훈,켈리
20160420,삼성,KIA,2,1,안지만,최영필
20160420,두산,kt,13,4,니퍼트,고영표
20160420,NC,LG,3,6,스튜어트,윤지웅
20160420,한화,롯데,4,10,마에스트리,레일리
20160421,넥센,SK,2,3,코엘로,박종훈
20160421,삼성,KIA,8,1,김건한,헥터
20160421,두산,kt,3,8,노경은,홍성용
20160421,NC,LG,8,5,이재학,이준형
20160421,한화,롯데,9,5,박정진,박세웅
20160422,NC,SK,6,5,김진성,전유수
20160422,LG,넥센,2,10,코프랜드,박주현
20160422,kt,삼성,13,3,정대현,정인욱
20160422,KIA,롯데,5,7,임준혁,이성민
20160422,한화,두산,2,8,송은범,유희관
20160423,NC,SK,2,8,이민호,세든
20160423,LG,넥센,2,14,류제국,신재영
20160423,kt,삼성,11,6,마리몬,장원삼
20160423,KIA,롯데,16,10,한기주,고원준
20160423,한화,두산,2,3,이태양,보우덴
20160424,NC,SK,2,3,해커,김광현
20160424,LG,넥센,5,3,이동현,김상수
20160424,kt,삼성,0,6,정성곤,윤성환
20160424,KIA,롯데,11,4,지크,린드블럼
20160424,한화,두산,1,5,심수창,장원준
20160426,넥센,NC,3,4,하영민,스튜어트
20160426,SK,두산,3,4,켈리,니퍼트
20160426,롯데,kt,1,2,레일리,밴와트
20160426,LG,삼성,2,0,우규민,웹스터
20160426,KIA,한화,2,4,양현종,마에스트리
20160427,SK,두산,3,1,박종훈,허준혁
20160427,롯데,kt,4,0,박세웅,주권
20160428,넥센,NC,4,2,이보근,김진성
20160428,SK,두산,1,4,박정배,이현승
20160428,롯데,kt,8,3,이성민,엄상백
20160428,LG,삼성,7,9,유원상,장필준
20160428,KIA,한화,2,3,한승혁,권혁
20160429,삼성,한화,5,10,안지만,윤규진
20160429,SK,넥센,4,3,세든,신재영
20160429,두산,KIA,1,4,보우덴,한기주
20160429,NC,롯데,6,3,김진성,이명우
20160429,kt,LG,3,4,장시환,임정우
20160430,삼성,한화,6,3,윤성환,이태양
20160430,SK,넥센,5,1,김광현,피어밴드
20160430,두산,KIA,7,5,장원준,지크
20160430,NC,롯데,8,1,해커,린드블럼
20160430,kt,LG,3,2,마리몬,소사
20160501,삼성,한화,8,9,박근홍,정우람
20160501,SK,넥센,1,11,켈리,박주현
20160501,NC,롯데,5,2,이민호,레일리
20160501,kt,LG,2,4,정성곤,신승현
20160501,두산,KIA,4,1,니퍼트,양현종
20160503,넥센,삼성,5,0,양훈,장필준
20160503,롯데,KIA,2,3,박세웅,헥터
20160503,한화,SK,7,2,송창식,박종훈
20160504,넥센,삼성,6,3,코엘로,김기태
20160504,두산,LG,17,1,유희관,우규민
20160504,NC,kt,8,6,스튜어트,밴와트
20160504,롯데,KIA,2,3,윤길현,박준표
20160504,한화,SK,1,5,심수창,문승원
20160505,넥센,삼성,2,5,신재영,장원삼
20160505,두산,LG,7,8,정재훈,임정우
20160505,NC,kt,15,2,이재학,정대현
20160505,롯데,KIA,1,17,이성민,지크
20160505,한화,SK,6,19,안영명,세든
20160506,SK,삼성,4,5,김광현,백정현
20160506,롯데,두산,7,0,린드블럼,장원준
20160506,LG,NC,2,13,이준형,해커
20160506,KIA,넥센,6,15,한기주,피어밴드
20160506,한화,kt,3,10,이태양,마리몬
20160507,SK,삼성,6,3,켈리,웹스터
20160507,롯데,두산,5,0,레일리,니퍼트
20160507,LG,NC,1,4,류제국,이태양
20160507,KIA,넥센,3,4,양현종,이보근
20160507,한화,kt,10,17,권혁,장시환
20160508,SK,삼성,7,8,전유수,김대우
20160508,롯데,두산,17,11,이정민,진야곱
20160508,LG,NC,5,11,진해수,최금강
20160508,한화,kt,4,7,로저스,고영표
20160508,KIA,넥센,6,7,홍건희,마정길
20160510,삼성,LG,9,3,백정현,우규민
20160510,두산,SK,11,7,진야곱,신재웅
20160511,넥센,롯데,16,2,신재영,송승준
20160511,삼성,LG,2,16,장원삼,소사
20160511,두산,SK,7,3,보우덴,세든
20160511,NC,한화,5,6,스튜어트,윤규진
20160511,kt,KIA,3,8,밴와트,지크
20160512,넥센,롯데,1,8,코엘로,린드블럼
20160512,삼성,LG,7,5,윤성환,이준형
20160512,두산,SK,2,5,장원준,김광현
20160512,NC,한화,12,1,해커,장민재
20160512,kt,KIA,6,10,장시환,박준표
20160513,SK,LG,1,2,켈리,류제국
20160513,두산,넥센,8,4,니퍼트,피어밴드
20160513,롯데,삼성,14,8,레일리,웹스터
20160513,kt,NC,5,4,김재윤,최금강
20160513,한화,KIA,2,4,로저스,양현종
20160514,SK,LG,3,12,박종훈,코프랜드
20160514,두산,넥센,12,2,허준혁,박주현
20160514,롯데,삼성,4,10,이성민,정인욱
20160514,kt,NC,6,3,조무근,이태양
20160514,한화,KIA,0,8,송은범,헥터
20160515,두산,넥센,5,3,유희관,이보근
20160515,kt,NC,2,2,,
20160515,한화,KIA,7,8,심수창,박준표
20160515,롯데,삼성,8,3,박세웅,김기태
20160517,NC,넥센,3,5,스튜어트,신재영
20160517,롯데,SK,3,7,송승준,세든
20160517,LG,kt,9,7,윤지웅,고영표
20160517,KIA,두산,3,4,지크,보우덴
20160517,한화,삼성,4,5,박정진,심창민
20160518,NC,넥센,6,9,이재학,코엘로
20160518,롯데,SK,3,5,린드블럼,전유수
20160518,LG,kt,6,2,이준형,정대현
20160518,KIA,두산,5,15,정용운,장원준
20160518,한화,삼성,2,13,김용주,윤성환
20160519,NC,넥센,6,2,정수민,피어밴드
20160519,롯데,SK,4,3,이정민,박희수
20160519,LG,kt,4,0,신승현,심재민
20160519,KIA,두산,3,8,양현종,홍영현
20160519,한화,삼성,9,6,로저스,웹스터
20160520,넥센,LG,3,4,이보근,이승현
20160520,삼성,NC,12,2,정인욱,배재환
20160520,SK,KIA,4,5,박정배,심동섭
20160520,두산,롯데,19,5,허준혁,김원중
20160520,kt,한화,2,11,엄상백,송은범
20160521,넥센,LG,7,5,하영민,우규민
20160521,삼성,NC,2,10,김기태,이민호
20160521,SK,KIA,8,7,문승원,전상현
20160521,두산,롯데,6,4,유희관,박세웅
20160521,kt,한화,8,8,,
20160522,삼성,NC,8,9,장원삼,최금강
20160522,SK,KIA,4,7,세든,지크
20160522,두산,롯데,4,10,니퍼트,박진형
20160522,kt,한화,18,7,밴와트,이태양
20160522,넥센,LG,4,5,김택형,소사
20160524,kt,두산,5,8,고영표,윤명준
20160524,KIA,삼성,4,2,심동섭,안지만
20160524,한화,넥센,1,2,로저스,코엘로
20160525,SK,NC,0,5,김광현,이재학
20160525,LG,롯데,1,2,이준형,린드블럼
20160525,kt,두산,10,13,마리몬,장원준
20160525,KIA,삼성,3,6,양현종,웹스터
20160525,한화,넥센,8,9,정우람,마정길
20160526,SK,NC,9,6,박희수,박준영
20160526,LG,롯데,4,7,이승현,정대현
20160526,kt,두산,3,6,정성곤,허준혁
20160526,KIA,삼성,9,2,헥터,레온
20160526,한화,넥센,7,6,심수창,김상수
20160527,넥센,kt,0,8,양훈,주권
20160527,삼성,SK,2,8,정인욱,박종훈
20160527,NC,KIA,13,7,이민호,한기주
20160527,롯데,한화,7,11,박세웅,송창식
20160527,LG,두산,1,5,류제국,유희관
20160528,넥센,kt,3,1,신재영,밴와트
20160528,삼성,SK,15,1,장원삼,문승원
20160528,NC,KIA,13,5,스튜어트,지크
20160528,롯데,한화,6,9,강영식,심수창
20160528,LG,두산,2,3,소사,니퍼트
20160529,넥센,kt,5,2,코엘로,정대현
20160529,삼성,SK,9,6,윤성환,세든
20160529,NC,KIA,9,8,최금강,홍건희
20160529,LG,두산,16,8,최동환,보우덴
20160529,롯데,한화,2,9,이성민,로저스
20160531,삼성,넥센,4,1,웹스터,피어밴드
20160531,SK,한화,4,8,김광현,권혁
20160531,두산,NC,6,5,장원준,이재학
20160531,kt,롯데,5,9,마리몬,린드블럼
20160531,KIA,LG,6,6,,
20160601,삼성,넥센,4,6,차우찬,박주현
20160601,SK,한화,7,2,켈리,윤규진
20160601,두산,NC,1,5,허준혁,정수민
20160601,kt,롯데,0,2,장시환,레일리
20160601,KIA,LG,5,1,헥터,코프랜드
20160602,삼성,넥센,14,6,정인욱,양훈
20160602,SK,한화,1,4,박종훈,장민재
20160602,두산,NC,3,4,정재훈,최금강
20160602,kt,롯데,2,1,김재윤,이정민
20160602,KIA,LG,1,9,지크,류제국
20160603,넥센,KIA,9,1,신재영,이준영
20160603,SK,두산,1,4,윤희상,고원준
20160603,NC,롯데,5,3,김진성,강영식
20160603,LG,kt,2,3,진해수,엄상백
20160603,한화,삼성,4,3,심수창,심창민
20160604,SK,두산,6,7,세든,보우덴
20160604,LG,kt,13,4,우규민,정대현
20160604,한화,삼성,8,7,송창식,장필준
20160605,넥센,KIA,4,3,김택형,김광수
20160605,SK,두산,0,7,김광현,안규영
20160605,NC,롯데,14,7,이재학,린드블럼
20160605,LG,kt,2,10,이준형,마리몬
20160605,한화,삼성,6,5,정우람,심창민
20160607,넥센,NC,1,5,코엘로,정수민
20160607,삼성,LG,8,5,차우찬,임정우
20160607,두산,kt,9,1,장원준,장시환
20160607,롯데,SK,9,6,레일리,박정배
20160607,KIA,한화,3,5,헥터,윤규진
20160608,넥센,NC,3,7,금민철,이민호
20160608,삼성,LG,6,12,정인욱,류제국
20160608,두산,kt,4,5,유희관,주권
20160608,롯데,SK,3,2,박세웅,박종훈
20160608,KIA,한화,3,5,김광수,박정진
20160609,넥센,NC,4,16,박주현,스튜어트
20160609,삼성,LG,4,10,장원삼,소사
20160609,두산,kt,7,4,정재훈,김사율
20160609,롯데,SK,5,6,박진형,김주한
20160609,KIA,한화,12,1,임준혁,이태양
20160610,삼성,KIA,0,4,윤성환,정동현
20160610,NC,SK,6,2,민성기,박희수
20160610,롯데,두산,3,5,홍성민,보우덴
